title,authors,where_published,DOI,provenance,source_wg_report,study_specific_inclusion_notes,year,duplicate_group,duplicate_of_or_relation,relevance_tier,prior_wg_status,publication_type,numpages,assignment_scope,catalogue_status,catalogue_entry_id,catalogue_file,exclusion_reason
AI-Tutoring in Software Engineering Education,"Frankford, Eduard; Sauerwein, Clemens; Bassner, Patrick; Krusche, Stephan; Breu, Ruth",Proceedings of the 46th International Conference on Software Engineering: Software Engineering Education and Training,10.1145/3639474.3640061,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 128,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: However, the scientific evaluation of Large Language Models (LLMs) used in Automated Programming Assessment Systems (APASs) as an AI-Tutor remains largely unexplored.",2024,DG083,same work as canonical occurrence in DG083; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2025 WG dataset: upper,,,Yes,loaded,assessment:se-ai-tutor-programming-assessments,site/public/data/assessments/assessment-se-ai-tutor-programming-assessments.json,
AI-Tutoring in Software Engineering Education,"Frankford, Eduard; Sauerwein, Clemens; Bassner, Patrick; Krusche, Stephan; Breu, Ruth",Proceedings of the 46th International Conference on Software Engineering: Software Engineering Education and Training,10.1145/3639474.3640061,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 4,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: However, the scientific evaluation of Large Language Models (LLMs) used in Automated Programming Assessment Systems (APASs) as an AI-Tutor remains largely unexplored.",2024,DG083,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,1-direct implemented/proposed course or assignment change,2025 WG dataset: upper,,,Yes,loaded,assessment:se-ai-tutor-programming-assessments,site/public/data/assessments/assessment-se-ai-tutor-programming-assessments.json,
An Empirical Study on How Large Language Models Impact Software Testing Learning,"Mezzaro, Simone; Gambi, Alessio; Fraser, Gordon",Proceedings of the 28th International Conference on Evaluation and Assessment in Software Engineering,10.1145/3661167.3661273,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 15,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Our study shows that students had unrealistic expectations about the smart assistant, “blindly” trusting any output it generated, and often trying to use it to obtain solutions for testing exercises directly.",2024,DG103,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,3-assignment feedback/support or student use,2025 WG dataset: upper,,,Yes,loaded,assessment:software-testing-smart-assistant-exercises,site/public/data/assessments/assessment-software-testing-smart-assistant-exercises.json,
An Empirical Study on How Large Language Models Impact Software Testing Learning,"Mezzaro, Simone; Gambi, Alessio; Fraser, Gordon",Proceedings of the 28th International Conference on Evaluation and Assessment in Software Engineering,10.1145/3661167.3661273,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [80],The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: Our study shows that students had unrealistic expectations about the smart assistant, “blindly” trusting any output it generated, and often trying to use it to obtain solutions for testing exercises directly.",2024,DG103,same work as canonical occurrence in DG103; preserved for distinct provenance,2-authentic assignment/assessment evidence,2025 WG report reference,,,Yes,loaded,assessment:software-testing-smart-assistant-exercises,site/public/data/assessments/assessment-software-testing-smart-assistant-exercises.json,
An Exploratory Study on the Impact of AI tools on the Student Experience in Programming Courses: an Intersectional Analysis Approach,"Maher, Mary Lou; Tadimalla, Sri Yash; Dhamani, Dhruv",2023 IEEE Frontiers in Education Conference (FIE),10.1109/fie58773.2023.10343037,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 173,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: This paper presents preliminary findings from a mixed method study design that consists of a pre-task assessment quiz; and a programming task in one of three conditions: (1) with no external help, (2) with the help of an AI chatbot, or (3) with the help of a generative AI tool like GitHub Copilot; followed by a post-task assessment and an interview on their",2023,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:programming-task-ai-tool-conditions,site/public/data/assessments/assessment-programming-task-ai-tool-conditions.json,
An Exploratory Study on Upper-Level Computing Students' Use of Large Language Models as Tools in a Semester-Long Project,Ben Arie Tanay; Lexy Arinze; Siddhant S. Joshi; Kirsten A. Davis; James C. Davis,arXiv,10.48550/arXiv.2403.18679,beyond-the-hype.pdf + beyond-the-hype.html / References [140],Beyond the Hype (ITiCSE 2024 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: An Exploratory Study on Upper-Level Computing Students' Use of Large Language Models as Tools in a Semester-Long Project.",2024,DG124,same work as canonical occurrence in DG124; preserved for distinct provenance,3-assignment feedback/support or student use,2024 WG report reference,,,Yes,loaded,assessment:upper-level-semester-project-llm,site/public/data/assessments/assessment-upper-level-semester-project-llm.json,
An Exploratory Study on Upper-Level Computing Students' Use of Large Language Models as Tools in a Semester-Long Project,Ben Arie Tanay; Lexy Arinze; Siddhant S. Joshi; Kirsten A. Davis; James C. Davis,arXiv,10.48550/arXiv.2403.18679,beyond-the-hype.zip::Extraction Sheet Responses.xlsx / Form Responses 1 row 24,Beyond the Hype (ITiCSE 2024 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Our results demonstrate that students use LLMs for an array of different tasks.",2024,DG124,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,3-assignment feedback/support or student use,2024 WG extraction: Yes,,,Yes,loaded,assessment:upper-level-semester-project-llm,site/public/data/assessments/assessment-upper-level-semester-project-llm.json,
An Interactive Question-Answering System Using Large Language Model and Retrieval-Augmented Generation in an Intelligent Tutoring System on the Programming Domain,"Wijaya, Owen Christian; Purwarianti, Ayu","2024 11th International Conference on Advanced Informatics: Concept, Theory and Application (ICAICTA)",10.1109/icaicta63815.2024.10763263,the-rest-of-the-robots-github/output/not_relevant_for_wg.csv / not-relevant row 873,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: In this paper, we propose the development of a web-based intelligent tutoring system with a question-answering (QA) system to provide live interaction between students and a mentor figure.",2024,,,3-assignment feedback/support or student use,2025 WG dataset: not-relevant; classifier=RELEVANT,,,Yes,loaded,assessment:programming-its-rag-qa,site/public/data/assessments/assessment-programming-its-rag-qa.json,
An Investigation into ChatGPT-Based Instructional Feedback on Programming Projects,"Alshammari, Mohammad T.",2025 4th International Conference on Computing and Information Technology (ICCIT),10.1109/iccit63348.2025.10989326,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 110,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Providing high-quality instructional feedback is essential for enhancing learning and motivation.",2025,DG021,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,3-assignment feedback/support or student use,2025 WG dataset: upper,,,Yes,loaded,assessment:chatgpt-feedback-programming-projects,site/public/data/assessments/assessment-chatgpt-feedback-programming-projects.json,
An Investigation into ChatGPT-Based Instructional Feedback on Programming Projects,"Alshammari, Mohammad T.",2025 4th International Conference on Computing and Information Technology (ICCIT),10.1109/iccit63348.2025.10989326,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [4],The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: Providing high-quality instructional feedback is essential for enhancing learning and motivation.",2025,DG021,same work as canonical occurrence in DG021; preserved for distinct provenance,3-assignment feedback/support or student use,2025 WG report reference,,,Yes,loaded,assessment:chatgpt-feedback-programming-projects,site/public/data/assessments/assessment-chatgpt-feedback-programming-projects.json,
An Investigation of the Drivers of Novice Programmers' Intentions to Use Web Search and GenAI,"Skripchuk, James; Bacher, John; Price, Thomas",Proceedings of the 2024 ACM Conference on International Computing Education Research - Volume 1,10.1145/3632620.3671112,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 28,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Traditionally, these tools consisted of web resources such as tutorial websites and Q&A forums.",2024,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: other; classifier=RELEVANT,,,Yes,loaded,assessment:novice-help-seeking-programming-task,site/public/data/assessments/assessment-novice-help-seeking-programming-task.json,
An LLM-Driven Chatbot in Higher Education for Databases and Information Systems,"Neumann, Alexander Tobias; Yin, Yue; Sowe, Sulayman; Decker, Stefan; Jarke, Matthias",IEEE Transactions on Education,10.1109/te.2024.3467912,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 97,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: It highlights the potential of integrating LLMs into LMSs like Moodle to support self-regulated learning (SRL) and help-seeking behavior.",2025,DG027,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,3-assignment feedback/support or student use,2025 WG dataset: upper,,,Yes,loaded,assessment:database-course-llm-chatbot,site/public/data/assessments/assessment-database-course-llm-chatbot.json,
An LLM-Driven Chatbot in Higher Education for Databases and Information Systems,"Neumann, Alexander Tobias; Yin, Yue; Sowe, Sulayman; Decker, Stefan; Jarke, Matthias",IEEE Transactions on Education,10.1109/te.2024.3467912,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [84],The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: It highlights the potential of integrating LLMs into LMSs like Moodle to support self-regulated learning (SRL) and help-seeking behavior.",2025,DG027,same work as canonical occurrence in DG027; preserved for distinct provenance,3-assignment feedback/support or student use,2025 WG report reference,,,Yes,loaded,assessment:database-course-llm-chatbot,site/public/data/assessments/assessment-database-course-llm-chatbot.json,
